id,subject,body,channel,district,complaint_history,label
G100832,Complaint from residents,"Pranam sir, Street lights in the weavers’ colony have not been working for over two months. We request replacement of the fused lights before the festival season. Last time they acted only after someone nearly died, must it come to that? Please treat this as top priority. Bahut pareshani ho rahi hai, kripya jaldi karvai kijiye.",whatsapp,Devgiri,repeat_complaint,electricity|routine
G102523,Street lights not working in ward 11,"Namaskar, Street lights in Gandhi colony have not been working since the rains started. We request replaecment of the fused lights before the festival season. Kindly do the needful. Kripya dhyan dijiye, bahut urgent hai.",whatsapp,Rampura,repeat_complaint,electricity|routine
G105488,Safety of girls near the college gate,"Namaskar, An illegal liquor outlet operates openly near the school in ward 7. Drunk men sit along the sadak children take. Written complaints have changed nothing. There have been three chain-snatching incidents in the old market area since yesterday. Elderly women have stopped subah walks. Patrolling has not increased despite complaints. Kindly do the needful. Jaldi se jaldi madad kijiye sir.",whatsapp,Ambalpet,escalated,law_and_order|high
G101477,"Transformer burnt for six months, no replacement","Dear team, Street lights in ward 11 have not been working since the festival. We request replacement of the fused lights before the festival season. If nothing happens we will raise it in the gram sabha again. Police did visit once but this complaint is not about them. Please take immediate action.",janata_darshan,Malligere,first_time,electricity|routine
G100921,Nobody is lisetning to us,"Dear team, The main road through MG layout in Krishnapura is full of potholes for six months. Two-wheeler riders are falling daily and the municipal office keeps saying the tender is pending. Streetside vendors and parked lorries have taken over the footpath near ward 4. We request the authorities to clear the encroachment and mark parking properly. People say the hospital got new equipment, but our issue remains. This is very urgent.",field_visit,Ambalpet,repeat_complaint,roads_transport|high
G101763,Maternity wrad staffing at night,"Namaskara sir, My father had chest pain at midnight and the ambulance took nearly three hours. He is stable by God's grace, but there is still no ambulance stationed within 30 km of Kotehalli. The next emergency will end differently. The X-ray machine at our taluk facility has been under repair since the rains started, and the one technician comes twice a week. people wait from 6 am. Please sanction a permanent technician. We are not asking about the pension, that is coming properly. daya vittu sahaya madi us. Daya vittu sahaya madi sir.",facebook,Malligere,first_time,healthcare|critical
G105151,Power cuts of 6+ hours daliy in Malligere,"Namaskar, Street lights in the weavers’ colony have not been working since the festival. We request replacement of the fused lights before the festival season. Jaldi se jaldi madad kijiye sir.",janata_darshan,Malligere,first_time,electricity|routine
G106679,Fertilizer shortage at the co-op society,"Namaskar, The standing paddy of the whole tail-end belt of Krishnapura will be dead within this week if the reservoir release is not given now. The gates are with the department; one order can still save this season for 200 families. jaldi kariye us. Hum garib logon ki koi nahi sunta.",whatsapp,Kotehalli,repeat_complaint,agriculture_irrigation|critical
G101742,Maternity ward staffing at night,"The X-ray machine at our taluk facility has been under repair since the rains started, and the one technician comes twice a week. log wait from 6 am. Please sanction a permanent technician. Police did visit once but this complaint is not about them. Please take immediate action.",janata_darshan,Sundarnagar,first_time,healthcare|routine
G102383,Water only once in 8 days,"Hello, The new apartment construction next to the old market area has sunk multiple borewells and pressure in our street taps has dropped. Please inspect and regulate. The drainage line has clearly mixed into the drinking water pipeline near ward 11. Two children are on drips at the taluk hospital. People are still filling this water unaware. This has nothing to do with the school, the children are managing. Please escalate to higher officials.",field_visit,Malligere,first_time,water_supply|routine
G100305,Complaint from residents,"Sir/Madam, Our flour mill and the tailor shops in the old market area sit idle half the day because supply comes and goes without any schedule. Diesel for the generator is eating all profit. We are not asking about the pension, that is coming properly. Please take immediate action.",facebook,Devgiri,repeat_complaint,electricity|high
G103757,No toilets for girls at the high school,"Namaste, The computer lab inaugurated with much fanfare has been locked since last week because there is nobody to teach and no electricity connection for the machines. The computer lab inaugurated with much fanfare has been locked since yesterday because there is nobody to teach and on electricity connection for the machines. We are suffering a lot.",facebook,Malligere,first_time,education|routine
